Disease,Protein
D211980,Q9H161
D211980,O60341
D211980,P02768
D211980,Q13228
D211980,O95835
D211980,Q16696
D211980,Q16790
D211980,P36544
D211980,Q9NS23
D211980,P54756
D211980,Q9NWC5
D211980,Q13753
D211980,P0DPB6
D211980,P04083
D211980,Q02388
D211980,P11362
D211980,Q96AV8
D211980,Q63ZE4
D211980,P10826
D211980,P78395
D211980,P04626
D211980,P02647
D211980,P02787
D211980,Q96EP1
D211980,P49674
D211980,P22102
D211980,Q9Y5L2
D211980,P35869
D211980,P08758
D211980,Q04721
D211980,P78504
D211980,Q9H9B4
D211980,P55290
D211980,Q9NY12
D211980,P35247
D211980,O60895
D211980,O60496
D211980,P49789
D211980,P06454
D211980,P48643
D211980,Q8TEX9
D211980,P04637
D211980,P06748
D211980,Q08AH1
D211980,Q96AG4
D211980,P27361
D211980,Q99704
D211980,P57730
D211980,P10914
D211980,P52815
D211980,Q9P286
D211980,P40692
D211980,Q96KQ7
D211980,P02774
D211980,Q01831
D211980,P82675
D211980,P01135
D211980,P35968
D211980,Q99714
D211980,P49327
D211980,Q8NEV1
D211980,O95819
D211980,P10398
D211980,P27169
D211980,Q92597
D211980,P27930
D211980,Q6VAB6
D211980,P31751
D211980,Q9H3D4
D211980,Q92793
D211980,Q16665
D211980,Q9Y5P4
D211980,Q9BZL6
D211980,P60709
D211980,Q03468
D211980,P01023
D211980,P01009
D211980,Q8N726
D211980,P36507
D211980,P30559
D211980,Q13761
D211980,P12109
D211980,Q9HC35
D211980,P55087
D211980,Q13007
D211980,Q6DN90
D211980,P15498
D211980,P30711
D211980,Q16288
D211980,P46776
D211980,Q13002
D211980,Q8WZ42
D211980,P08581
D211980,P01350
D211980,P22087
D211980,P02545
D211980,P51452
D211980,P41227
D211980,P05089
D211980,Q14145
D211980,Q07889
D211980,P55774
D211980,P30926
D211980,P24347
D211980,O00244
D211980,P01111
D211980,Q6R327
D211980,Q9NZ81
D211980,P21860
D211980,P04183
D211980,P14616
D211980,P10721
D211980,O94993
D211980,Q9UM73
D211980,P25445
D211980,O43175
D211980,P02649
D211980,P00540
D211980,P34896
D211980,Q9Y6K9
D211980,Q07912
D211980,Q9BZX2
D211980,P60568
D211980,P62072
D211980,Q7L591
D211980,P33176
D211980,P12004
D211980,A0AVK6
D211980,Q6P3W7
D211980,Q8IZX4
D211980,P04792
D211980,O43570
D211980,P51959
D211980,P23141
D211980,P07203
D211980,P02766
D211980,P16473
D211980,Q6TDU7
D211980,P08865
D211980,P48023
D211980,P61457
D211980,P10451
D211980,Q16517
D211980,P32297
D211980,Q9Y6K1
D211980,P35228
D211980,P62807
D211980,P10645
D211980,Q9NQS1
D211980,P18669
D211980,P00813
D211980,Q15382
D211980,P50591
D211980,Q15329
D211980,Q9BX84
D211980,Q09472
D211980,Q12888
D211980,Q96JM2
D211980,Q8IUF8
D211980,Q96CJ1
D211980,Q16236
D211980,Q08345
D211980,P43699
D211980,P52789
D211980,P29322
D211980,O43524
D211980,Q6P4A8
D211980,P78527
D211980,P19623
D211980,Q9BQI3
D211980,Q92963
D211980,O43597
D211980,P07949
D211980,Q12882
D211980,P09601
D211980,P41279
D211980,P01584
D211980,Q9Y6N7
D211980,P17948
D211980,P49908
D211980,Q53GA4
D211980,P37173
D211980,P19544
D211980,Q5VWQ8
D211980,Q8N9Z9
D211980,P29279
D211980,P01137
D211980,P01106
D211980,Q08050
D211980,Q16832
D211980,P22455
D211980,O43809
D211980,Q14232
D211980,P09497
D211980,O14522
D211980,P42898
D211980,Q96BI1
D211980,Q9BSB4
D211980,Q02750
D211980,Q16566
D211980,P15056
D211980,Q08209
D211980,P05164
D211980,Q9NR99
D211980,P30040
D211980,P40429
D211980,P00533
D211980,Q02297
D211980,Q9UM47
D211980,Q01094
D212050,O43918
D212050,Q9H257
D212050,Q9BXN2
D212110,P52952
D212110,P16860
D212110,P49768
D212110,P08588
D212110,O60706
D212110,P25445
D212110,Q16585
D212110,P68032
D212110,P68133
D212110,P11532
D212110,Q8WZ42
D212110,P25874
D212110,P09919
D212110,Q96S65
D212110,P13533
D212110,Q8TCU4
D212110,P45379
D212110,Q14524
D212110,P02545
D212110,O76082
D212110,P04278
D212110,P19429
D212110,P04049
D212110,P35222
D212110,P07550
D212110,Q8N0Z2
D212110,P08235
D212110,P31040
D212110,P49810
D212110,P42167
D212110,Q13315
D212110,P12883
D212110,Q99959
D212110,P07203
D212110,Q9Y2T1
D212110,Q9GZL7
D212110,Q9NQB0
D212110,Q5BKX8
D212110,P05556
D212110,P57059
D212110,P16671
D212110,P01160
D212110,P48023
D212110,P63000
D212110,P04179
D212110,P00533
D212110,P51606
D212110,P49327
D212112,P04040
D212112,P49768
D212112,O60706
D212112,P78380
D212112,P11532
D212112,Q15759
D212112,Q8WZ42
D212112,P01225
D212112,Q16539
D212112,P41181
D212112,P13533
D212112,P01019
D212112,P35354
D212112,P05305
D212112,P05112
D212112,P45379
D212112,Q53GG5
D212112,P02545
D212112,P28340
D212112,Q0ZGT2
D212112,P26678
D212112,Q8WUU5
D212112,P48357
D212112,Q07889
D212112,P31749
D212112,P30518
D212112,P09874
D212112,P01236
D212112,Q9H902
D212112,Q03181
D212112,Q9H4E5
D212112,O14958
D212112,P05067
D212112,P05556
D212112,P01111
D212112,P01375
D212112,P01116
D212112,O75390
D212112,P01112
D212112,P05093
D212112,P40763
D212112,Q9UBF9
D212112,Q14126
D212112,P18847
D212112,P61604
D212112,Q9BTV4
D212112,Q16635
D212112,P28482
D212112,Q969Q1
D212112,P16860
D212112,Q15119
D212112,O75306
D212112,P25445
D212112,P18206
D212112,P05231
D212112,P68032
D212112,O60603
D212112,Q04917
D212112,P25098
D212112,P16152
D212112,O76082
D212112,P19429
D212112,Q8IZQ8
D212112,P0DN86
D212112,P51843
D212112,P08590
D212112,P30411
D212112,P29274
D212112,P12883
D212112,P63316
D212112,P14210
D212112,P54646
D212112,P01229
D212112,Q9UGJ0
D212112,P02766
D212112,Q9NPC6
D212112,P30968
D212112,P54098
D212112,P48023
D212112,P10636
D212112,Q86TC9
D212112,P00338
D212112,O95622
D212112,Q9UHF0
D212112,Q15327
D212112,P06280
D212112,Q9HCE0
D212112,Q92736
D212112,P41159
D212112,P35609
D212112,Q9Y4J8
D212112,P17661
D212112,P27361
D212112,P06858
D212112,P02511
D212112,Q14896
D212112,P19404
D212112,P07550
D212112,O15273
D212112,Q5T481
D212112,P01583
D212112,P01588
D212112,P13473
D212112,Q16363
D212112,P00395
D212112,Q9BUB7
D212112,P18509
D212112,P56539
D212112,P15924
D212112,P10253
D212112,Q92963
D212112,P01189
D212112,Q02487
D212112,P14923
D212112,P04179
D212112,O43819
D212112,P40225
D212112,P01185
D212112,P01584
D212112,P09493
D212112,P50461
D212112,P11712
D212112,P29371
D212112,Q16585
D212112,P10916
D212112,O75072
D212112,Q99683
D212112,Q06124
D212112,Q14524
D212112,O76041
D212112,Q9BR39
D212112,P11511
D212112,P04049
D212112,Q02156
D212112,P01148
D212112,O75112
D212112,P36507
D212112,Q7Z4I7
D212112,Q9BZD2
D212112,P10809
D212112,Q99959
D212112,Q02750
D212112,P50402
D212112,P15056
D212112,Q13522
D212112,Q92629
D212130,P04040
D212130,P49768
D212130,O60706
D212130,Q92629
D212130,P78380
D212130,P11532
D212130,Q8WZ42
D212130,Q15759
D212130,P09919
D212130,Q16539
D212130,P41181
D212130,P13533
D212130,P01019
D212130,Q9P2K8
D212130,P35354
D212130,P05305
D212130,P05112
D212130,P45379
D212130,Q53GG5
D212130,P23109
D212130,Q0ZGT2
D212130,P05089
D212130,P26678
D212130,Q8WUU5
D212130,Q07889
D212130,P31749
D212130,P30518
D212130,P09874
D212130,Q9H902
D212130,Q07869
D212130,Q03181
D212130,Q9H4E5
D212130,O14958
D212130,P05067
D212130,P05556
D212130,P01111
D212130,P01375
D212130,P01116
D212130,O75390
D212130,P01112
D212130,P40763
D212130,Q9UBF9
D212130,Q06210
D212130,Q14126
D212130,P18847
D212130,P61604
D212130,Q9BTV4
D212130,Q16635
D212130,A4D126
D212130,P28482
D212130,Q969Q1
D212130,P16860
D212130,Q15119
D212130,O75306
D212130,P25445
D212130,P18206
D212130,P05231
D212130,P02768
D212130,Q13702
D212130,P68032
D212130,O60603
D212130,Q04917
D212130,P25098
D212130,P16152
D212130,O76082
D212130,P19429
D212130,P07858
D212130,Q8IZQ8
D212130,P21397
D212130,P08590
D212130,P30411
D212130,P29274
D212130,P04035
D212130,P12883
D212130,P63316
D212130,P14210
D212130,P54646
D212130,Q9UGJ0
D212130,P02766
D212130,Q9NPC6
D212130,P54098
D212130,P48023
D212130,P10636
D212130,Q86TC9
D212130,P00338
D212130,P48788
D212130,O95622
D212130,Q15327
D212130,Q8WU10
D212130,P06280
D212130,P23786
D212130,Q9HCE0
D212130,Q92736
D212130,P02462
D212130,P35609
D212130,Q9Y4J8
D212130,P17661
D212130,P27361
D212130,P06858
D212130,P02511
D212130,O95264
D212130,Q14896
D212130,P19404
D212130,P07550
D212130,O15273
D212130,Q5T481
D212130,Q9BPX6
D212130,P01583
D212130,P01588
D212130,P13473
D212130,Q16363
D212130,Q9Y6L6
D212130,P00395
D212130,Q9BUB7
D212130,P18509
D212130,P56539
D212130,P15924
D212130,Q13485
D212130,P10253
D212130,Q92963
D212130,P01189
D212130,Q02487
D212130,P14923
D212130,P04179
D212130,O43819
D212130,P40225
D212130,P34969
D212130,P01185
D212130,P01584
D212130,P09493
D212130,P50461
D212130,P11712
D212130,P11217
D212130,Q16585
D212130,P10916
D212130,O75072
D212130,Q99683
D212130,Q96KG7
D212130,Q06124
D212130,Q14524
D212130,O76041
D212130,Q9BR39
D212130,P04049
D212130,Q02156
D212130,P01137
D212130,P05413
D212130,O75112
D212130,P36507
D212130,Q7Z4I7
D212130,P10809
D212130,Q99959
D212130,Q02750
D212130,P50402
D212130,P49773
D212130,P15056
D212130,Q13522
D212130,P01308
D212140,Q13936
D212140,O76082
D212350,P04040
D212350,P49768
D212350,O60706
D212350,P39060
D212350,P78380
D212350,P11532
D212350,Q15759
D212350,Q8WZ42
D212350,Q16539
D212350,P41181
D212350,P11166
D212350,P07315
D212350,P13533
D212350,P01019
D212350,Q53GG5
D212350,P35354
D212350,P05305
D212350,P05112
D212350,P45379
D212350,Q0ZGT2
D212350,P35579
D212350,P26678
D212350,Q8WUU5
D212350,P55344
D212350,Q99697
D212350,Q07889
D212350,P31749
D212350,P30518
D212350,Q13315
D212350,P09874
D212350,Q9H902
D212350,P22914
D212350,Q03181
D212350,Q9H4E5
D212350,O14958
D212350,P05067
D212350,P05556
D212350,P01111
D212350,P01375
D212350,P01116
D212350,O75390
D212350,P01112
D212350,P40763
D212350,Q9UBF9
D212350,Q14126
D212350,P18847
D212350,P61604
D212350,Q9BTV4
D212350,Q16635
D212350,P28482
D212350,Q969Q1
D212350,P16860
D212350,Q15119
D212350,O75306
D212350,P25445
D212350,P18206
D212350,P05231
D212350,P68032
D212350,P02458
D212350,O60603
D212350,Q04917
D212350,P25098
D212350,P16152
D212350,O76082
D212350,P19429
D212350,Q53H12
D212350,Q8IZQ8
D212350,P30301
D212350,P26367
D212350,P08590
D212350,P30411
D212350,P07902
D212350,P29274
D212350,P12883
D212350,P63316
D212350,P20020
D212350,P14210
D212350,P54646
D212350,Q3LXA3
D212350,Q9UGJ0
D212350,P02766
D212350,Q9NPC6
D212350,P54098
D212350,P48023
D212350,P10636
D212350,Q86TC9
D212350,P00338
D212350,Q9ULV5
D212350,P51570
D212350,P48165
D212350,O95622
D212350,Q15327
D212350,P06280
D212350,P08670
D212350,Q9HCE0
D212350,Q9UN36
D212350,Q13515
D212350,Q92736
D212350,P35609
D212350,Q9Y4J8
D212350,P17661
D212350,Q9UBM7
D212350,P27361
D212350,O00400
D212350,P06858
D212350,P02511
D212350,Q14896
D212350,Q9Y6R1
D212350,P19404
D212350,P07550
D212350,P53674
D212350,O15273
D212350,Q5T481
D212350,P01583
D212350,P01588
D212350,P13473
D212350,P07320
D212350,Q16363
D212350,P00395
D212350,Q9BUB7
D212350,P18509
D212350,P56539
D212350,P15924
D212350,P10253
D212350,Q92963
D212350,P01189
D212350,Q02487
D212350,P14923
D212350,P04179
D212350,O43819
D212350,P40225
D212350,P02489
D212350,O75364
D212350,P01185
D212350,P01584
D212350,P09493
D212350,P50461
D212350,P11712
D212350,P30838
D212350,Q16585
D212350,P10916
D212350,O75072
D212350,Q99683
D212350,Q06124
D212350,Q9UG56
D212350,Q14524
D212350,P12235
D212350,O75845
D212350,Q8N201
D212350,O76041
D212350,Q9BR39
D212350,P04049
D212350,Q8NHU6
D212350,Q02156
D212350,Q03468
D212350,O75112
D212350,P36507
D212350,Q7Z4I7
D212350,P10809
D212350,Q99959
D212350,Q02750
D212350,P50402
D212350,P15056
D212350,Q13522
D212350,P15121
D212350,Q92629
D215140,P04040
D215140,P19634
D215140,P00390
D215140,Q14790
D215140,P05231
D215140,P02458
D215140,P01042
D215140,P35354
D215140,Q9BXJ7
D215140,P48764
D215140,P10145
D215140,P42226
D215140,Q14739
D215140,P06881
D215140,P20366
D215140,P02647
D215140,P20809
D215140,P42574
D215140,P01282
D215140,P12272
D215140,P01178
D215140,P01375
D215140,P55211
D215140,P01189
D215140,Q9UBY0
D215140,P52564
D215140,P01308
D215470,Q9UNE7
D215470,Q96RK0
D215470,P41091
D215470,Q9UHF0
D215470,Q99684
D215470,O15265
D215470,Q13255
D215470,Q13507
D215470,Q69YN2
D215470,P29371
D215470,Q00005
D215470,Q96I25
D215470,P08473
D215470,Q502W6
D215470,Q9NZC7
D215470,Q9Y4W6
D215470,P01225
D215470,P54253
D215470,O00567
D215470,P41159
D215470,O43424
D215470,Q92622
D215470,Q9NW15
D215470,Q12948
D215470,P28340
D215470,P11511
D215470,Q8IY17
D215470,Q96KG9
D215470,Q8NB59
D215470,P0C7T5
D215470,P0DN86
D215470,P51843
D215470,P01148
D215470,P48357
D215470,Q9GZZ9
D215470,O00555
D215470,O15020
D215470,P05129
D215470,O95932
D215470,P01236
D215470,Q9BZD2
D215470,P01229
D215470,O95551
D215470,P30968
D215470,P05093
D215470,Q9P219
D215470,Q6IQ55
D215470,O43497
D215470,Q9NYP7
D215470,Q99700
D215470,Q9Y5W7
D217150,Q13698
D217150,P21817
D217150,Q8N9N2
D217150,P58335
D217150,O60828
D217150,Q92954
D217150,Q86TH1
D218200,P06276
D218200,P00750
D218800,P22309
D223350,Q92934
D223350,P21359
D223350,Q9NY59
D223350,Q13489
D223350,Q05513
D223350,Q9HB96
D223350,Q8N3U4
D223350,P52701
D223350,O15519
D223350,Q13490
D223350,P16455
D223350,Q9NYA1
D223350,P50591
D223350,Q06124
D223350,Q9NX09
D223350,P60568
D223350,P19544
D223350,P78417
D223350,Q9NPI8
D223350,P11388
D223350,Q8WUF5
D223350,O60674
D223350,P54132
D223350,P09488
D223350,Q08050
D223350,O15360
D223350,Q8IZD2
D223350,O60506
D223350,P14222
D223350,Q9BXW9
D223350,P00738
D223350,Q00597
D223350,P05230
D223350,Q8N726
D223350,Q13315
D223350,Q03164
D223350,P78395
D223350,Q99062
D223350,Q9Y6Q9
D223350,Q9BX63
D223350,P10275
D223350,P01111
D223350,O43315
D223350,P03372
D223350,O15287
D223350,P11308
D223350,P15056
D223350,P40763
D223350,P49917
D223350,P53350
D223350,P60484
D223350,Q9BYW2
D223350,Q92560
D223350,P24385
D225740,P04040
D225740,P49768
D225740,O60706
D225740,Q92629
D225740,P78380
D225740,P11532
D225740,Q8WZ42
D225740,Q15759
D225740,P09919
D225740,Q16539
D225740,P41181
D225740,P13533
D225740,P01019
D225740,Q9P2K8
D225740,P35354
D225740,P05305
D225740,P05112
D225740,P45379
D225740,Q53GG5
D225740,P23109
D225740,Q0ZGT2
D225740,P05089
D225740,P26678
D225740,P43005
D225740,Q8WUU5
D225740,Q07889
D225740,P31749
D225740,P49815
D225740,P30518
D225740,P01574
D225740,P09874
D225740,Q9H902
D225740,Q07869
D225740,Q03181
D225740,Q9H4E5
D225740,O14958
D225740,P05067
D225740,P05556
D225740,P01111
D225740,P01375
D225740,P01116
D225740,O75390
D225740,P01112
D225740,P40763
D225740,Q9UBF9
D225740,Q06210
D225740,Q14126
D225740,P18847
D225740,P00480
D225740,P61604
D225740,Q9BTV4
D225740,Q16635
D225740,A4D126
D225740,P28482
D225740,Q969Q1
D225740,P16860
D225740,Q15119
D225740,O75306
D225740,P25445
D225740,P18206
D225740,P05231
D225740,P02768
D225740,Q9NSU2
D225740,Q13702
D225740,P68032
D225740,O15527
D225740,O60603
D225740,Q04917
D225740,P25098
D225740,P16152
D225740,O76082
D225740,P19429
D225740,P00450
D225740,P07858
D225740,Q8IZQ8
D225740,P21397
D225740,Q15078
D225740,P08590
D225740,Q92574
D225740,P30411
D225740,P29274
D225740,P04035
D225740,Q9Y345
D225740,P12883
D225740,P63316
D225740,P14210
D225740,P54646
D225740,Q9UGJ0
D225740,P02766
D225740,Q9NPC6
D225740,P01579
D225740,P54098
D225740,P48023
D225740,P10636
D225740,Q86TC9
D225740,P00338
D225740,P48788
D225740,O95622
D225740,Q15327
D225740,Q8WU10
D225740,P06280
D225740,P23786
D225740,Q9HCE0
D225740,Q92736
D225740,P02462
D225740,Q9Y6N6
D225740,Q00266
D225740,P35609
D225740,Q9Y4J8
D225740,P17661
D225740,P27361
D225740,P06858
D225740,P02511
D225740,O95264
D225740,Q14896
D225740,P50993
D225740,P19404
D225740,P07550
D225740,O15273
D225740,Q5T481
D225740,Q9BPX6
D225740,P01583
D225740,P01588
D225740,O43526
D225740,P13473
D225740,Q16363
D225740,Q9Y6L6
D225740,P00395
D225740,Q9BUB7
D225740,P18509
D225740,P56539
D225740,P15924
D225740,Q13485
D225740,P10253
D225740,O95630
D225740,Q92963
D225740,P01189
D225740,Q02487
D225740,P14923
D225740,P04179
D225740,O43819
D225740,P40225
D225740,P04818
D225740,P34969
D225740,P01185
D225740,P01584
D225740,P09493
D225740,P50461
D225740,P11712
D225740,P11217
D225740,O00584
D225740,Q16585
D225740,P10916
D225740,O75072
D225740,Q99683
D225740,Q96KG7
D225740,Q06124
D225740,Q14524
D225740,O76041
D225740,Q9BR39
D225740,P04049
D225740,Q02156
D225740,P01137
D225740,P05413
D225740,O75112
D225740,P11509
D225740,P36507
D225740,Q7Z4I7
D225740,O75880
D225740,P10809
D225740,P07101
D225740,Q99959
D225740,Q02750
D225740,P50402
D225740,P49773
D225740,Q2NKJ3
D225740,P15056
D225740,P05164
D225740,Q13522
D225740,Q9UM47
D225740,P01308
D225755,P00480
D225755,P02768
D225755,O00584
D225755,Q9NSU2
D225755,P01241
D225755,O15527
D225755,Q9Y6N6
D225755,Q00266
D225755,P00450
D225755,Q96LT9
D225755,P50993
D225755,P01137
D225755,P43005
D225755,P28069
D225755,P49815
D225755,Q15078
D225755,P01574
D225755,Q92574
D225755,P11509
D225755,O43526
D225755,Q9Y345
D225755,O75880
D225755,Q02643
D225755,P07101
D225755,P05067
D225755,Q2NKJ3
D225755,P01579
D225755,P05164
D225755,O95630
D225755,P04818
D225755,Q9UM47
D226150,Q9NPP4
D226150,P22301
D227300,P49257
D227300,Q8NI22
D227300,P00451
D227300,P00740
D230450,P02462
D230450,Q9BQI3
D230450,P48506
D230450,P11277
D230450,P11413
D230450,P00390
D230450,P60174
D230450,P06744
D230450,P02730
D230450,P01588
D230450,P01563
D230450,Q9BY32
D230450,P09601
D230800,P37840
D230800,Q13231
D230800,Q14108
D230800,P12821
D230800,P04062
D231090,Q587J8
D231090,Q01860
D231090,Q5TIA1
D231090,Q8N6T0
D231090,Q8WX94
D231200,P13224
D231200,P14770
D231200,P07359
D231900,P02462
D231900,Q9BQI3
D231900,P48506
D231900,P11277
D231900,P11413
D231900,P00390
D231900,P60174
D231900,P06744
D231900,P02730
D231900,P48637
D231900,P01588
D231900,P01563
D231900,Q9BY32
D231900,P09601
D233810,P20930
D233810,P40189
D233810,P10827
D233810,P08887
D233810,P08571
D236000,O15519
D236000,P09919
D236000,P22466
D236000,Q08881
D236000,Q8IXV7
D236000,Q04864
D236000,P28908
D236000,P21580
D236000,O15524
D236000,P23771
D236000,P24941
D236000,P13995
D236000,P22309
D236000,P09211
D236000,P17677
D236000,P78509
D236000,Q8IZ57
D236000,P01563
D236000,P18031
D236000,Q9NZQ7
D236000,P25963
D237450,Q9Y6L6
D237450,Q9NPD5
D237500,Q92887
D239350,Q99707
D239350,P04040
D239350,P15328
D239350,Q96BZ9
D239350,Q15878
D239350,Q9H2X9
D239350,Q9H7Z6
D239350,P32418
D239350,Q16851
D239350,Q9Y296
D239350,Q9NWB1
D239350,P35368
D239350,Q9BX10
D239350,P35354
D239350,P01019
D239350,P49336
D239350,P11166
D239350,Q9UBU3
D239350,P28329
D239350,P28222
D239350,O14529
D239350,P30532
D239350,Q92777
D239350,Q9Y289
D239350,Q8N0W3
D239350,P06307
D239350,P43005
D239350,P01270
D239350,Q14683
D239350,P78382
D239350,Q9UPN3
D239350,P35462
D239350,P52746
D239350,P49815
D239350,Q9Y6M5
D239350,P30926
D239350,P01574
D239350,Q14353
D239350,Q9BTW9
D239350,P08138
D239350,P55316
D239350,O14684
D239350,P05067
D239350,Q9BZR9
D239350,P29218
D239350,Q14435
D239350,Q92521
D239350,Q99447
D239350,P11182
D239350,Q9NYG8
D239350,O76039
D239350,Q9ULJ6
D239350,P43681
D239350,Q05329
D239350,Q8IYU2
D239350,Q9HCF6
D239350,Q15046
D239350,P67775
D239350,P02649
D239350,P24752
D239350,P05231
D239350,P09038
D239350,Q9NSU2
D239350,P51608
D239350,Q9BYC5
D239350,Q2LD37
D239350,P36544
D239350,O94777
D239350,P0DJ07
D239350,P29475
D239350,P00505
D239350,O94805
D239350,Q86YW9
D239350,P27695
D239350,P19021
D239350,O60281
D239350,Q9UKA2
D239350,P54259
D239350,P11233
D239350,P54136
D239350,P22303
D239350,Q7LG56
D239350,Q04656
D239350,P48735
D239350,O00303
D239350,Q92574
D239350,P54803
D239350,P29274
D239350,P51688
D239350,P01100
D239350,Q9UEF7
D239350,Q13127
D239350,P42262
D239350,P08908
D239350,P06276
D239350,P01213
D239350,Q96T60
D239350,P54098
D239350,P61278
D239350,Q8N573
D239350,P51826
D239350,Q13620
D239350,P23560
D239350,P17252
D239350,P10909
D239350,O60462
D239350,P04066
D239350,Q9GZV9
D239350,Q9H078
D239350,P07954
D239350,P30531
D239350,P32297
D239350,Q02318
D239350,P35228
D239350,Q9C0E8
D239350,P16520
D239350,Q99720
D239350,O43390
D239350,P02462
D239350,P41159
D239350,Q14654
D239350,P11229
D239350,O43151
D239350,P31644
D239350,O15121
D239350,P05108
D239350,P05186
D239350,P37268
D239350,P68400
D239350,P16389
D239350,P20472
D239350,Q9NX46
D239350,Q8WW01
D239350,P01303
D239350,Q8IZD2
D239350,P16278
D239350,P20396
D239350,P49366
D239350,P48449
D239350,Q00975
D239350,O14617
D239350,P23975
D239350,O43526
D239350,Q9H9S5
D239350,Q8TBJ4
D239350,P14136
D239350,Q9C0D0
D239350,Q8TAC9
D239350,Q9BUB7
D239350,P18509
D239350,Q7LBC6
D239350,P23378
D239350,P17900
D239350,P06850
D239350,P30874
D239350,P14416
D239350,P25713
D239350,P07686
D239350,P01189
D239350,Q9Y4A5
D239350,O43567
D239350,Q9H8M5
D239350,P04179
D239350,O60741
D239350,Q9H490
D239350,P15104
D239350,Q05655
D239350,O75970
D239350,Q9H3S5
D239350,Q96I59
D239350,Q9BYZ6
D239350,P01185
D239350,O95996
D239350,P01584
D239350,P57103
D239350,Q9NXG6
D239350,P46459
D239350,Q9BVA0
D239350,O00519
D239350,Q96BT7
D239350,O95202
D239350,Q92887
D239350,O75072
D239350,Q8NFP9
D239350,Q96L92
D239350,P41145
D239350,Q14671
D239350,Q96CW9
D239350,Q86YT6
D239350,Q9Y587
D239350,O00548
D239350,Q9Y3Z3
D239350,Q9NY65
D239350,Q8TEA7
D239350,P39086
D239350,O75352
D239350,Q9P2U7
D239350,Q9BYX4
D239350,Q9Y320
D239350,P21728
D239350,P42898
D239350,P63027
D239350,P15884
D239350,P04062
D239350,P43897
D239350,P17050
D239350,Q86VP3
D239350,P30793
D239350,P01138
D239350,Q9HCD6
D239350,P01178
D239350,P21554
D239350,P62873
D239350,P35372
D239350,Q9Y664
D239350,P80404
D239350,Q7L5A8
D239350,Q9Y2I8
D239350,Q96CW1
D239350,P05023
D239350,Q9Y5Q9
D239350,P13716
D239350,P57054
D239350,Q9UM47
D239350,P01308
D241519,O75469
D241519,P11362
D241519,Q06495
D246300,A6NC98
D246300,O60603
D246300,P49279
D246300,Q9NR55
D246300,Q13637
D246300,Q5VWK5
D246300,P01374
D246300,Q15399
D246400,P15056
D246470,Q9UHV2
D246470,P15328
D246470,Q9NY59
D246470,Q13489
D246470,O75365
D246470,Q13002
D246470,O15519
D246470,P06702
D246470,P48539
D246470,P01350
D246470,P19971
D246470,Q13347
D246470,P78556
D246470,P12259
D246470,P35354
D246470,P11166
D246470,Q9NPH5
D246470,Q03112
D246470,P11388
D246470,P38936
D246470,Q9UJU2
D246470,O15392
D246470,Q9Y5S8
D246470,P06746
D246470,P27338
D246470,P09237
D246470,Q14624
D246470,Q99929
D246470,Q04206
D246470,P15692
D246470,Q9BXW9
D246470,P49736
D246470,P31749
D246470,P25054
D246470,Q12913
D246470,Q13315
D246470,Q9NPD5
D246470,Q01523
D246470,Q9UGM3
D246470,P67809
D246470,P61244
D246470,P50225
D246470,O60885
D246470,Q9H4E5
D246470,Q9Y6Q9
D246470,Q07812
D246470,Q9BX63
D246470,P01111
D246470,O43315
D246470,P01375
D246470,P01116
D246470,P05412
